# R                      ne                     Te                     pres                   zj                     Psi_N                  
# time step #000000
  2.412436264959386E+00  1.369533660320757E+19  1.458698424597631E+03  6.401453503872579E+03  2.142247149992778E+06  3.913350286697381E-01
  2.422443760333774E+00  1.387164659208293E+19  1.499017172778599E+03  6.663079493328651E+03  2.216226222139345E+06  3.789453090214970E-01
  2.432451255708162E+00  1.404938981277410E+19  1.540004414331465E+03  6.932977631027386E+03  2.290806647650961E+06  3.666278112699816E-01
  2.442458751082548E+00  1.422853200129846E+19  1.581645051744879E+03  7.211232410554212E+03  2.365920967907459E+06  3.543894842643827E-01
  2.452466246456937E+00  1.440902760408301E+19  1.623920751720883E+03  7.497904000947046E+03  2.441499969857979E+06  3.422373736701669E-01
  2.462473741831325E+00  1.459081863974442E+19  1.666809757457287E+03  7.793024904874157E+03  2.517472521360482E+06  3.301786622315510E-01
  2.472481237205712E+00  1.477383588229485E+19  1.710286983891133E+03  8.096599018606767E+03  2.593766186838688E+06  3.182205579383086E-01
  2.482488732580100E+00  1.495799804548518E+19  1.754323889224195E+03  8.408598581847735E+03  2.670307114713242E+06  3.063703228281132E-01
  2.492496227954487E+00  1.514321127622563E+19  1.798888386110179E+03  8.728961344143718E+03  2.747020043053970E+06  2.946352808267109E-01
  2.502503723328875E+00  1.532936890678892E+19  1.843944792816817E+03  9.057587970565068E+03  2.823828377387916E+06  2.830228105316309E-01
  2.512511218703262E+00  1.551635125024832E+19  1.889453799405602E+03  9.394339481155028E+03  2.900654264017569E+06  2.715403377748159E-01
  2.522518714077651E+00  1.570402518431485E+19  1.935372418394665E+03  9.739034431573136E+03  2.977418593583829E+06  2.601953433515677E-01
  2.532526209452038E+00  1.589224396511163E+19  1.981653974579378E+03  1.009144637505218E+04  3.054041064161842E+06  2.489953578547216E-01
  2.542533704826426E+00  1.608084818528848E+19  2.028248237721705E+03  1.045130278563200E+04  3.130440543139816E+06  2.379478939513062E-01
  2.552541200200813E+00  1.626966516644652E+19  2.075101383134603E+03  1.081828219210684E+04  3.206534968864813E+06  2.270604770184744E-01
  2.562548695575201E+00  1.645850900418098E+19  2.122156050119836E+03  1.119201223239073E+04  3.282241397473406E+06  2.163406385392682E-01
  2.572556190949588E+00  1.664718071465800E+19  2.169351405008828E+03  1.157206787226106E+04  3.357476083412890E+06  2.057959074020350E-01
  2.582563686323976E+00  1.683546845602952E+19  2.216623234755450E+03  1.195796993812875E+04  3.432154555446559E+06  1.954338010233752E-01
  2.592571181698363E+00  1.702314782864673E+19  2.263904057906752E+03  1.234918393232415E+04  3.506191693353372E+06  1.852618163079286E-01
  2.602578677072751E+00  1.720998225723821E+19  2.311123262162985E+03  1.274511921673733E+04  3.579501822276853E+06  1.752874204623606E-01
  2.612586172447137E+00  1.739572345731089E+19  2.358207247909480E+03  1.314512848849851E+04  3.651998749290841E+06  1.655180416902575E-01
  2.622593667821525E+00  1.758011198717868E+19  2.405079605276140E+03  1.354850773218542E+04  3.723595887801114E+06  1.559610597963795E-01
  2.632601163195914E+00  1.776287784889872E+19  2.451661300017598E+03  1.395449651809309E+04  3.794206308262505E+06  1.466237986025458E-01
  2.642608658570301E+00  1.794374128866675E+19  2.497870894420246E+03  1.436227894150863E+04  3.863742853169531E+06  1.375135124800238E-01
  2.652616153944690E+00  1.812241361158907E+19  2.543624778093398E+03  1.477098495448762E+04  3.932118228410692E+06  1.286373766533291E-01
  2.662623649319078E+00  1.829859799957400E+19  2.588837408227489E+03  1.517969209501162E+04  3.999245083199534E+06  1.200024812745079E-01
  2.672631144693465E+00  1.847199047374603E+19  2.633421576309225E+03  1.558742784658954E+04  4.065036107546317E+06  1.116158220250633E-01
  2.682638640067852E+00  1.864228093025251E+19  2.677288689032306E+03  1.599317252523966E+04  4.129404136920189E+06  1.034842907540658E-01
  2.692646135442240E+00  1.880915424415663E+19  2.720349066601763E+03  1.639586272410621E+04  4.192262269406328E+06  9.561466615807962E-02
  2.702653630816628E+00  1.897229147570140E+19  2.762512260891661E+03  1.679439537343032E+04  4.253523990620201E+06  8.801360264912279E-02
  2.712661126191016E+00  1.913137115705899E+19  2.803687390024516E+03  1.718763238729934E+04  4.313103331296499E+06  8.068761822731553E-02
  2.722668621565402E+00  1.928607043258489E+19  2.843783458483433E+03  1.757440550323152E+04  4.370914950688035E+06  7.364309141675693E-02
  2.732676116939791E+00  1.943606641074602E+19  2.882709712596788E+03  1.795352192412738E+04  4.426874311173784E+06  6.688625027957096E-02
  2.742683612314178E+00  1.958103750929163E+19  2.920375996112352E+03  1.832377034983064E+04  4.480897806791617E+06  6.042316342929193E-02
  2.752691107688565E+00  1.972066482408713E+19  2.956693112780638E+03  1.868392744706758E+04  4.532902928881147E+06  5.425973125256723E-02
  2.762698603062953E+00  1.985463351693774E+19  2.991573192463177E+03  1.903276470765538E+04  4.582808425407122E+06  4.840167719432206E-02
  2.772706098437340E+00  1.998263421036207E+19  3.024930060880157E+03  1.936905565438861E+04  4.630534470112843E+06  4.285453911587618E-02
  2.782713593811728E+00  2.010436438705666E+19  3.056679616033100E+03  1.969158337688839E+04  4.676002775581175E+06  3.762366087352713E-02
  2.792721089186116E+00  2.021952984499375E+19  3.086740231422951E+03  1.999914853941366E+04  4.719136652711715E+06  3.271418092414115E-02
  2.802728584560504E+00  2.032784687775536E+19  3.115033003599541E+03  2.029057730553692E+04  4.759862838487636E+06  2.813098964875315E-02
  2.812736079934892E+00  2.042904238304159E+19  3.141482614540341E+03  2.056473136496518E+04  4.798108682654427E+06  2.387877905679042E-02
  2.822743575309278E+00  2.052285532272482E+19  3.166016786650184E+03  2.082051019659310E+04  4.833804935526616E+06  1.996202488513995E-02
  2.832751070683667E+00  2.060903833831653E+19  3.188567296152216E+03  2.105686366444778E+04  4.866884189261794E+06  1.638496746150361E-02
  2.842758566058055E+00  2.068735896904025E+19  3.209070056894934E+03  2.127279815593686E+04  4.897282002119819E+06  1.315160107351166E-02
  2.852766061432442E+00  2.075760192820171E+19  3.227465750712500E+03  2.146738732756618E+04  4.924938655443084E+06  1.026562378521050E-02
  2.862773556806831E+00  2.081956854102889E+19  3.243699821634217E+03  2.163977558920452E+04  4.949796141351111E+06  7.730503720816602E-03
  2.872781052181217E+00  2.087307827252696E+19  3.257722728928419E+03  2.178918520230708E+04  4.971796838847187E+06  5.549457045468759E-03
  2.882788547555605E+00  2.091797058678011E+19  3.269490264232910E+03  2.191492391334454E+04  4.990896532152047E+06  3.725425080155600E-03
  2.892796042929992E+00  2.095410595852414E+19  3.278964240619785E+03  2.201639390521843E+04  5.007087104586354E+06  2.261038753836963E-03
  2.902803538304379E+00  2.098136000182823E+19  3.286112072596833E+03  2.209308569759966E+04  5.020022359538221E+06  1.158670973950407E-03
  2.912811033678768E+00  2.099961854355046E+19  3.290907072342408E+03  2.214457733884137E+04  5.029698474664751E+06  4.203982808168438E-04
  2.922818529053155E+00  2.100894606324697E+19  3.293313820133711E+03  2.217061566726579E+04  5.040080257927165E+06  4.806697740899121E-05
  2.932826024427543E+00  2.100907723144660E+19  3.293346658205979E+03  2.217097515583796E+04  5.044068419203688E+06  4.302932907380900E-05
  2.942833519801930E+00  2.099997120997566E+19  3.290997848780657E+03  2.214556008030787E+04  5.041544709594063E+06  4.064162476535349E-04
  2.952841015176319E+00  2.098185012165783E+19  3.286238118574987E+03  2.209444923525605E+04  5.039765396523427E+06  1.139253210826153E-03
  2.962848510550705E+00  2.095458806683175E+19  3.279087130064748E+03  2.201772560669291E+04  5.034557663773130E+06  2.242068438371317E-03
  2.972856005925094E+00  2.091824452772283E+19  3.269556930986266E+03  2.191565777387981E+04  5.025941057172284E+06  3.715107533156437E-03
  2.982863501299481E+00  2.087288729309984E+19  3.257665751973343E+03  2.178860475566109E+04  5.014204064731184E+06  5.558302358263838E-03
  2.992870996673869E+00  2.081860365416423E+19  3.243437928418594E+03  2.163702559591457E+04  4.999312878162389E+06  7.771313842587333E-03
  3.002878492048255E+00  2.075550491434280E+19  3.226904648153053E+03  2.146148682936110E+04  4.981273277656745E+06  1.035344080856278E-02
  3.012885987422645E+00  2.068372466859935E+19  3.208103264652793E+03  2.126265330553941E+04  4.960100585469737E+06  1.330366771519242E-02
  3.022893482797032E+00  2.060341788756962E+19  3.187077085654272E+03  2.104128262069806E+04  4.935814283512065E+06  1.662067802569762E-02
  3.032900978171418E+00  2.051475948501745E+19  3.163875087484512E+03  2.079821815230363E+04  4.908439795052821E+06  2.030289038337880E-02
  3.042908473545807E+00  2.041794565266657E+19  3.138552174274634E+03  2.053438814173915E+04  4.878007524958568E+06  2.434836812963583E-02
  3.052915968920194E+00  2.031319179277396E+19  3.111168619703778E+03  2.025079556756446E+04  4.844553138246167E+06  2.875486186272770E-02
  3.062923464294581E+00  2.020073123575951E+19  3.081789841183156E+03  1.994851081143045E+04  4.808118992204591E+06  3.351982330812110E-02
  3.072930959668970E+00  2.008081411513758E+19  3.050485893109813E+03  1.962866249540568E+04  4.768750746553093E+06  3.864040844732277E-02
  3.082938455043358E+00  1.995370603235076E+19  3.017331477502401E+03  1.929243136333850E+04  4.726501205646496E+06  4.411348577540475E-02
  3.092945950417744E+00  1.981968647449831E+19  2.982405268605393E+03  1.894103945465704E+04  4.681427259020655E+06  4.993565263112264E-02
  3.102953445792133E+00  1.967904842572204E+19  2.945789863727980E+03  1.857574448491458E+04  4.633590863005443E+06  5.610319674790610E-02
  3.112960941166520E+00  1.953209635991279E+19  2.907571267888516E+03  1.819782974098640E+04  4.583058819150184E+06  6.261212524483227E-02
  3.122968436540908E+00  1.937914465055206E+19  2.867838487094914E+03  1.780859526737586E+04  4.529902530397957E+06  6.945817482990091E-02
  3.132975931915294E+00  1.922051603392197E+19  2.826683127721510E+03  1.740934937087162E+04  4.474197796095853E+06  7.663681823862555E-02
  3.142983427289682E+00  1.905654003508983E+19  2.784198987864434E+03  1.700140032160277E+04  4.416024607179154E+06  8.414327126074050E-02
  3.152990922664071E+00  1.888755136873289E+19  2.740481635429488E+03  1.658604828338103E+04  4.355466932366212E+06  9.197250034820746E-02
  3.162998418038458E+00  1.871388832633519E+19  2.695627991278178E+03  1.616457764421879E+04  4.292612500524562E+06  1.001192307814134E-01
  3.173005913412845E+00  1.853589116027602E+19  2.649735900577335E+03  1.573824969423908E+04  4.227552561851786E+06  1.085779554397761E-01
  3.183013408787232E+00  1.835390047708502E+19  2.602903712899940E+03  1.530829582097418E+04  4.160381655422200E+06  1.173429441300145E-01
  3.193020904161621E+00  1.816825565090772E+19  2.555229861158908E+03  1.487591119750512E+04  4.091197362249090E+06  1.264082535019327E-01
  3.203028399536008E+00  1.797929326923336E+19  2.506812450122354E+03  1.444224905643514E+04  4.020100060332742E+06  1.357677375229623E-01
  3.213035894910397E+00  1.778734562294522E+19  2.457748853333503E+03  1.400841556244642E+04  3.947192670107392E+06  1.454150584670916E-01
  3.223043390284784E+00  1.759273925125204E+19  2.408135319810863E+03  1.357546530276721E+04  3.872580399674748E+06  1.553436984062063E-01
  3.233050885659170E+00  1.739579364274171E+19  2.358066607815100E+03  1.314439756456886E+04  3.796370534381062E+06  1.655469664001049E-01
  3.243058381033559E+00  1.719682058065137E+19  2.307635708399753E+03  1.271615407760534E+04  3.718672511300696E+06  1.760179747797431E-01
  3.253065876407946E+00  1.699612179309470E+19  2.256933350626324E+03  1.229161473500442E+04  3.639597158697694E+06  1.867497079165074E-01
  3.263073371782333E+00  1.679398803120682E+19  2.206047709074799E+03  1.187159604670931E+04  3.559256523891454E+06  1.977350244348164E-01
  3.273080867156723E+00  1.659069815088721E+19  2.155064108970190E+03  1.145684998976847E+04  3.477763709620604E+06  2.089666632498475E-01
  3.283088362531110E+00  1.638651815270552E+19  2.104064753331273E+03  1.104806333812886E+04  3.395232623075886E+06  2.204372568604852E-01
  3.293095857905496E+00  1.618170044575663E+19  2.053128475634832E+03  1.064585764187035E+04  3.311777811114038E+06  2.321393374672839E-01
  3.303103353279885E+00  1.597648478201385E+19  2.002330723535418E+03  1.025079177928865E+04  3.227515166961389E+06  2.440652479132832E-01
  3.313110848654273E+00  1.577109470913769E+19  1.951742972678023E+03  9.863358869513722E+03  3.142560195118677E+06  2.562073149489484E-01
  3.323118344028661E+00  1.556573742574004E+19  1.901432595144690E+03  9.483988208950101E+03  3.057028012374348E+06  2.685578444259916E-01
  3.333125839403048E+00  1.536060390743031E+19  1.851462789707627E+03  9.113047821599419E+03  2.971033437642042E+06  2.811091008849519E-01
  3.343133334777435E+00  1.515587022836378E+19  1.801892671410013E+03  8.750848550060884E+03  2.884691757535061E+06  2.938532119744307E-01
  3.353140830151822E+00  1.495169606589975E+19  1.752776993934910E+03  8.397644686029511E+03  2.798117935814926E+06  3.067822420796864E-01
  3.363148325526210E+00  1.474822192832026E+19  1.704165739832124E+03  8.053633552859863E+03  2.711424973100509E+06  3.198883729671793E-01
  3.373155820900598E+00  1.454557118976494E+19  1.656104357753298E+03  7.718961074501236E+03  2.624724893998891E+06  3.331637870182144E-01
  3.383163316274986E+00  1.434385291449492E+19  1.608634102651692E+03  7.393727924670202E+03  2.538130227673826E+06  3.466004819509991E-01
  3.393170811649373E+00  1.414315722485467E+19  1.561791393577177E+03  7.077987075558597E+03  2.451751238490973E+06  3.601905802581172E-01
  3.403178307023762E+00  1.394355577964895E+19  1.515607896530682E+03  6.771747692141855E+03  2.365695902757504E+06  3.739263340159018E-01
  3.413185802398149E+00  1.374510512562487E+19  1.470110979231295E+03  6.474981881646809E+03  2.280071510902023E+06  3.877999220354193E-01
  3.423193297772535E+00  1.354784660515466E+19  1.425323689595837E+03  6.187627270057432E+03  2.194984338720040E+06  4.018034697480301E-01
  3.433200793146924E+00  1.335180221209142E+19  1.381264250714649E+03  5.909585667155790E+03  2.110536907241737E+06  4.159293877738900E-01
  3.443208288521312E+00  1.315697919474047E+19  1.337946717458839E+03  5.640730841582736E+03  2.026830177994212E+06  4.301700973148027E-01
  3.453215783895699E+00  1.296337235873789E+19  1.295381295794089E+03  5.380913224797575E+03  1.943964445130765E+06  4.445178941598565E-01
  3.463223279270087E+00  1.277095838592899E+19  1.253573643515006E+03  5.129956859654470E+03  1.862035716054691E+06  4.589654231599609E-01
  3.473230774644475E+00  1.257970036181385E+19  1.212525545247074E+03  4.887666492632632E+03  1.781137762083584E+06  4.735054147365227E-01
  3.483238270018861E+00  1.238955138796002E+19  1.172235424018591E+03  4.653832983635100E+03  1.701363597298776E+06  4.881304604786577E-01
  3.493245765393249E+00  1.220044876402249E+19  1.132697636085938E+03  4.428230004692254E+03  1.622801734102413E+06  5.028335227326369E-01
  3.503253260767638E+00  1.201231787483784E+19  1.093903077701556E+03  4.210619826373868E+03  1.545537712482650E+06  5.176077177127014E-01
  3.513260756142024E+00  1.182507655553121E+19  1.055839822833313E+03  4.000758806478317E+03  1.469655803253525E+06  5.324460351364003E-01
  3.523268251516412E+00  1.163862974312558E+19  1.018492480362277E+03  3.798394338027995E+03  1.395235522014002E+06  5.473418289063794E-01
  3.533275746890800E+00  1.145287233377366E+19  9.818426842946194E+02  3.603269112211970E+03  1.322352656702707E+06  5.622886750819934E-01
  3.543283242265188E+00  1.126769387473579E+19  9.458697835514783E+02  3.415126239594379E+03  1.251081171111261E+06  5.772800649166326E-01
  3.553290737639576E+00  1.108297461422500E+19  9.105503907071693E+02  3.233707204516971E+03  1.181490815022865E+06  5.923097952574844E-01
  3.563298233013963E+00  1.089858667516542E+19  8.758586446905720E+02  3.058754166461624E+03  1.113647500089480E+06  6.073719561825681E-01
